SettlementDate,SettlementPeriod,NetImbalanceVolume
12-07-2024,6,-160.936106
12-07-2024,7,-74.7741364
12-07-2024,8,120.5465558
12-07-2024,9,176.0583333
12-07-2024,10,173.2977802
12-07-2024,11,119.6110517
12-07-2024,12,204.6275114
12-07-2024,13,-131.072461
12-07-2024,14,-227.5009259
12-07-2024,15,-120.4175999
12-07-2024,16,122.870235
12-07-2024,17,97.61498931
12-07-2024,18,-5.983333333
12-07-2024,19,-211.5553241
12-07-2024,20,-262.9007639
12-07-2024,21,-102.4623611
12-07-2024,22,-345.2426667
12-07-2024,23,-751.9501051
12-07-2024,24,-455.0516865
12-07-2024,25,-162.554072
12-07-2024,26,-204.6308345
12-07-2024,27,-349.0859259
12-07-2024,28,2.61995045
12-07-2024,29,136.3916016
12-07-2024,30,88.91046476
12-07-2024,31,-308.9257993
12-07-2024,32,-36.65365817
12-07-2024,33,-115.7863391
12-07-2024,34,-38.31380612
12-07-2024,35,-46.08925483
12-07-2024,36,1.686706349
12-07-2024,37,108.5382937
12-07-2024,38,4.805142857
12-07-2024,39,-15.25280379
12-07-2024,40,-19.59596889
12-07-2024,41,-76.11306222
12-07-2024,42,-296.5175926
12-07-2024,43,-304.0566796
12-07-2024,44,-168.2570127
12-07-2024,45,8.609191176
12-07-2024,46,174.5096399
12-07-2024,47,-197.5061591
12-07-2024,48,-36.10861616
13-07-2024,1,-75.95845241
13-07-2024,2,0.483338611
13-07-2024,3,97.57083292
13-07-2024,4,56.93333333
13-07-2024,5,58.025
13-07-2024,6,-61.10833333
13-07-2024,7,-11.11666667
13-07-2024,8,80.89166667
13-07-2024,9,33.3
13-07-2024,10,-44.275
13-07-2024,11,71.003
13-07-2024,12,63.58222212
13-07-2024,13,-191.7764761
13-07-2024,14,-205.6516711
13-07-2024,15,-350.6607535
13-07-2024,16,-386.2175631
13-07-2024,17,-482.1426081
13-07-2024,18,-300.412063
13-07-2024,19,-221.5500054
13-07-2024,20,64.19893294
13-07-2024,21,-29.23194444
13-07-2024,22,-2.571583333
13-07-2024,23,-76.77008333
13-07-2024,24,21.13050267
13-07-2024,25,-89.50954383
13-07-2024,26,-101.2055556
13-07-2024,27,-181.3051576
13-07-2024,28,-58.20032551
13-07-2024,29,125.4785418
13-07-2024,30,191.3828137
13-07-2024,31,282.3394821
13-07-2024,32,226.7134738
13-07-2024,33,124.8736663
13-07-2024,34,482.41656
13-07-2024,35,349.1409856
13-07-2024,36,305.624791
13-07-2024,37,57.65527528
13-07-2024,38,168.5536871
13-07-2024,39,148.1579889
13-07-2024,40,27.84393931
13-07-2024,41,-196.008426
13-07-2024,42,-260.1604167
13-07-2024,43,-181.6703472
13-07-2024,44,-177.4438486
13-07-2024,45,18.80480292
13-07-2024,46,-130.3642346
13-07-2024,47,120.7508027
13-07-2024,48,202.2911285
14-07-2024,1,-262.0027285
14-07-2024,2,-309.731376
14-07-2024,3,-73.77498237
14-07-2024,4,-411.7898148
14-07-2024,5,-454.3032985
14-07-2024,6,-578.5079825
14-07-2024,7,-384.0183333
14-07-2024,8,-366.126
14-07-2024,9,-408.1210028
14-07-2024,10,-280.0333333
14-07-2024,11,-105.3416667
14-07-2024,12,-142.7833333
14-07-2024,13,-4.074
14-07-2024,14,271.5413178
14-07-2024,15,324.0219231
14-07-2024,16,188.7292821
14-07-2024,17,52.74572903
14-07-2024,18,-30.329335
14-07-2024,19,8.184188889
14-07-2024,20,69.98333333
14-07-2024,21,56.2
14-07-2024,22,51.60833333
14-07-2024,23,24.81666667
14-07-2024,24,30.70984859
14-07-2024,25,196.1473118
14-07-2024,26,288.5998759
14-07-2024,27,479.9306443
14-07-2024,28,263.8287167
14-07-2024,29,208.3146201
14-07-2024,30,45.53064516
14-07-2024,31,-118.1937867
14-07-2024,32,11.62134309
14-07-2024,33,-70.78879928
14-07-2024,34,-291.6790048
14-07-2024,35,-522.1721564
14-07-2024,36,-54.15969825
14-07-2024,37,-59.02021101
14-07-2024,38,-128.7225
14-07-2024,39,-102.3229769
14-07-2024,40,-295.9411772
14-07-2024,41,-546.3247072
14-07-2024,42,-302.2444421
14-07-2024,43,-266.5282415
14-07-2024,44,-419.9677891
14-07-2024,45,-321.9940476
14-07-2024,46,-266.2833257
14-07-2024,47,67.45215239
14-07-2024,48,22.42142361
15-07-2024,1,-73.125
15-07-2024,2,-145.2964286
15-07-2024,3,219.3540611
15-07-2024,4,-30.12472301
15-07-2024,5,180.0690889
15-07-2024,6,70.28322222
15-07-2024,7,46.36666667
15-07-2024,8,-169.390944
15-07-2024,9,-137.2225671
15-07-2024,10,67.36910538
15-07-2024,11,-243.9880952
15-07-2024,12,-436.6487241
15-07-2024,13,-275.9379965
15-07-2024,14,-255.7136736
15-07-2024,15,-49.22883111
15-07-2024,16,63.69666667
15-07-2024,17,38.85333333
15-07-2024,18,25.16340152
15-07-2024,19,7.020263669
15-07-2024,20,-1.710821656
15-07-2024,21,-8.340532428
15-07-2024,22,-9.04006513
15-07-2024,23,79.41844821
15-07-2024,24,27.26427473
15-07-2024,25,19.86981481
15-07-2024,26,179.9185912
15-07-2024,27,201.7126667
15-07-2024,28,112.6892857
15-07-2024,29,118.6947619
15-07-2024,30,140.8632937
15-07-2024,31,38.0724593
15-07-2024,32,136.0609684
15-07-2024,33,318.5969281
15-07-2024,34,54.24779412
15-07-2024,35,221.65
15-07-2024,36,79.92050265
15-07-2024,37,203.2285918
15-07-2024,38,558.7931532
15-07-2024,39,732.523709
15-07-2024,40,504.5649048
15-07-2024,41,308.7587063
15-07-2024,42,-41.24166667
15-07-2024,43,108.6361179
15-07-2024,44,-51.9459812
15-07-2024,45,-245.7413805
15-07-2024,46,-44.9104127
15-07-2024,47,-13.33486634
15-07-2024,48,116.8229501
16-07-2024,1,62.0266208
16-07-2024,2,58.88452381
16-07-2024,3,15.16097619
16-07-2024,4,41.25377488
16-07-2024,5,340.1964006
16-07-2024,6,-83.12640716
16-07-2024,7,-262.9321586
16-07-2024,8,69.28590523
16-07-2024,9,-69.96666667
16-07-2024,10,-5.364338675
16-07-2024,11,194.0933073
16-07-2024,12,52.79837834
16-07-2024,13,170.0158201
16-07-2024,14,173.0926768
16-07-2024,15,467.7079167
16-07-2024,16,381.0008333
16-07-2024,17,432.6336667
16-07-2024,18,112.8416658
16-07-2024,19,157.8133333
16-07-2024,20,331.3066667
16-07-2024,21,268.3333333
16-07-2024,22,209.7297619
16-07-2024,23,147.0119048
16-07-2024,24,47.98888889
16-07-2024,25,-52.80952381
16-07-2024,26,-30.67063492
16-07-2024,27,106.7027778
16-07-2024,28,-15.875
16-07-2024,29,216.2579501
16-07-2024,30,246.2568696
16-07-2024,31,97.41010274
16-07-2024,32,173.8452381
16-07-2024,33,-23.59166764
16-07-2024,34,-86.35462931
16-07-2024,35,51.93185185
16-07-2024,36,53.66972222
16-07-2024,37,91.75548833
16-07-2024,38,203.9840183
16-07-2024,39,287.8341986
16-07-2024,40,470.8198548
16-07-2024,41,274.4727601
16-07-2024,42,470.4911712
16-07-2024,43,320.9583333
16-07-2024,44,345.575
16-07-2024,45,319.8413317
16-07-2024,46,12.93582
16-07-2024,47,-28.94066375
16-07-2024,48,59.14252981
17-07-2024,1,112.122189
17-07-2024,2,15.82638893
17-07-2024,3,17.38009643
17-07-2024,4,47.72478876
17-07-2024,5,-58.30788477
17-07-2024,6,-141.9402382
17-07-2024,7,-85.61154529
17-07-2024,8,-180.7005821
17-07-2024,9,-145.3247253
17-07-2024,10,-207.0845901
17-07-2024,11,-288.2350852
17-07-2024,12,-122.9998471
17-07-2024,13,66.93532245
17-07-2024,14,1.023333333
17-07-2024,15,138.1907436
17-07-2024,16,134.78375
17-07-2024,17,7.097236681
17-07-2024,18,-10.5342381
17-07-2024,19,-27.54378571
17-07-2024,20,-241.7485238
17-07-2024,21,-338.1931429
17-07-2024,22,-186.5218109
17-07-2024,23,-210.6260142
17-07-2024,24,21.49806517
17-07-2024,25,2.788972222
17-07-2024,25,2.788972222
17-07-2024,26,-9.310416667
17-07-2024,27,3.884333333
17-07-2024,28,-1.656364827
17-07-2024,29,-89.05800334
17-07-2024,30,-143.4341146
17-07-2024,31,-234.2129564
17-07-2024,32,-191.2792821
17-07-2024,33,-86.24644282
17-07-2024,34,-34.70833333
17-07-2024,35,-71.431
17-07-2024,36,-43.30214286
17-07-2024,37,-31.55119048
17-07-2024,38,-17.40777778
17-07-2024,39,116.5921097
17-07-2024,40,249.0071587
17-07-2024,41,484.9083333
17-07-2024,42,368.8064854
17-07-2024,43,251.0059461
17-07-2024,44,251.215254
17-07-2024,45,-5.285254306
17-07-2024,46,-133.0546062
17-07-2024,47,-175.7270157
17-07-2024,48,111.8603373
18-07-2024,1,-193.80408
18-07-2024,2,-197.2733333
18-07-2024,3,128.3156944
18-07-2024,4,103.0786325
18-07-2024,5,36.30192308
18-07-2024,6,-6.383333333
18-07-2024,7,-72.90634819
18-07-2024,8,-151.5791667
18-07-2024,9,31.07738167
18-07-2024,10,-124.0613972
18-07-2024,11,-22.34722222
18-07-2024,12,-156.1409524
18-07-2024,13,-370.8179551
18-07-2024,14,-454.4580952
18-07-2024,15,-231.4065238
18-07-2024,16,-210.9587778
18-07-2024,17,-62.46548806
18-07-2024,18,-150.9864967
18-07-2024,19,-315.5224289
18-07-2024,20,-190.3711613
18-07-2024,21,-52.83119772
18-07-2024,22,-5.172813
18-07-2024,23,-195.4358717
18-07-2024,24,-196.6939492
18-07-2024,25,-1.943318283
18-07-2024,26,-171.8350529
18-07-2024,27,-172.1515063
18-07-2024,28,-184.5160976
18-07-2024,29,-377.7747238
18-07-2024,30,-355.5008784
18-07-2024,31,-197.3991588
18-07-2024,32,36.74502499
18-07-2024,33,-256.7728738
18-07-2024,34,-214.0806994
18-07-2024,35,-302.8172424
18-07-2024,36,-257.2985786
18-07-2024,37,-66.98076779
18-07-2024,38,-16.57826149
18-07-2024,39,156.4215
18-07-2024,40,320.2083501
18-07-2024,41,346.2958302
18-07-2024,42,550.4037619
18-07-2024,43,287.5024988
18-07-2024,44,264.1870681
18-07-2024,45,119.6488333
18-07-2024,46,-28.39501805
18-07-2024,47,-269.6384873
18-07-2024,48,-118.7741138
19-07-2024,1,-154.0652778
19-07-2024,2,-457.8488045
19-07-2024,3,-532.9136186
19-07-2024,4,-559.3199074
19-07-2024,5,-505.2095559
19-07-2024,6,-364.8161782
19-07-2024,7,-89.03788661
19-07-2024,8,-336.3814286
19-07-2024,9,-434.5583324
19-07-2024,10,-437.615
19-07-2024,11,-540.4566667
19-07-2024,12,-373.3445707
19-07-2024,13,-275.9992883
19-07-2024,14,152.3748737
19-07-2024,15,29.54111111
19-07-2024,16,-148.7138969
19-07-2024,17,-46.82519244
19-07-2024,18,136.8776039
19-07-2024,19,120.4512143
19-07-2024,20,-93.1586569
19-07-2024,21,46.66917777
19-07-2024,22,-97.53407338
19-07-2024,23,52.59674485
19-07-2024,24,-46.00456057
19-07-2024,25,-286.0066375
19-07-2024,26,-20.73775694
19-07-2024,27,-99.77482067
19-07-2024,28,-113.0232102
19-07-2024,29,-102.9587299
19-07-2024,30,-157.6835534
19-07-2024,31,-270.6098629
19-07-2024,32,-74.11367682
19-07-2024,33,138.6126654
19-07-2024,34,-140.9022351
19-07-2024,35,-51.36709583
19-07-2024,36,-140.385969
19-07-2024,37,-204.1240278
19-07-2024,38,65.99405556
19-07-2024,39,93.68975084
19-07-2024,40,170.8337778
19-07-2024,41,104.3155111
19-07-2024,42,25.0853375
19-07-2024,43,124.5186236
19-07-2024,44,173.2400789
19-07-2024,45,-48.73088889
19-07-2024,46,-132.2005938
19-07-2024,47,-452.850981
19-07-2024,48,-97.09220995
20-07-2024,1,-130.9871452
20-07-2024,2,-139.9442935
20-07-2024,3,-73.05139806
20-07-2024,4,-145.3660256
20-07-2024,5,-15.07938757
20-07-2024,6,163.2446131
20-07-2024,7,285.1203869
20-07-2024,8,268.2291667
20-07-2024,9,75.28333333
20-07-2024,10,5.788649573
20-07-2024,11,120.7833171
20-07-2024,12,125.8659226
20-07-2024,13,-117.7433333
20-07-2024,14,-271.1863358
20-07-2024,15,-114.382101
20-07-2024,16,-24.79883333
20-07-2024,17,-162.7689524
20-07-2024,18,-198.1748333
20-07-2024,19,-209.6709028
20-07-2024,20,-199.9131944
20-07-2024,21,55.52483333
20-07-2024,22,46.28735542
20-07-2024,23,137.0746111
20-07-2024,24,31.84630911
20-07-2024,25,170.7667847
20-07-2024,26,202.8216156
20-07-2024,27,73.66833333
20-07-2024,28,16.11874074
20-07-2024,29,-34.69392292
20-07-2024,30,-113.7497343
20-07-2024,31,216.1912565
20-07-2024,32,-4.27963163
20-07-2024,33,-26.51712431
20-07-2024,34,-73.84822222
20-07-2024,35,0.147388889
20-07-2024,36,-31.10555556
20-07-2024,37,-44.81722222
20-07-2024,38,-7.894722222
20-07-2024,39,34.76058139
20-07-2024,40,-32.81805722
20-07-2024,41,-233.4805556
20-07-2024,42,-171.7348782
20-07-2024,43,-257.7936544
20-07-2024,44,-206.0478413
20-07-2024,45,168.3332466
20-07-2024,46,167.943468
20-07-2024,47,0.795448185
20-07-2024,48,-127.1506792
21-07-2024,1,-52.54210209
21-07-2024,2,-178.0911909
21-07-2024,3,-74.07963222
21-07-2024,4,-194.7002903
21-07-2024,5,-114.7779048
21-07-2024,6,-314.3442599
21-07-2024,7,-267.4737425
21-07-2024,8,-330.9314078
21-07-2024,9,-167.9060035
21-07-2024,10,-54.18716972
21-07-2024,11,-71.50966778
21-07-2024,12,119.3824762
21-07-2024,13,26.94971389
21-07-2024,14,86.86395238
21-07-2024,15,151.8182796
21-07-2024,16,209.1847204
21-07-2024,17,211.7166667
21-07-2024,18,178.591675
21-07-2024,19,64.90977824
21-07-2024,20,-350.180529
21-07-2024,21,-332.0058446
21-07-2024,22,-516.4707073
21-07-2024,23,-57.38771886
21-07-2024,24,39.35569237
21-07-2024,25,146.6464286
21-07-2024,26,-36.04200631
21-07-2024,27,-351.571376
21-07-2024,28,-555.3586629
21-07-2024,29,-548.0273048
21-07-2024,30,-331.4857126
21-07-2024,31,-104.651
21-07-2024,32,213.793
21-07-2024,33,-133.8282424
21-07-2024,34,-39.65333333
21-07-2024,35,40.70130757
21-07-2024,36,40.48710446
21-07-2024,37,0.990321327
21-07-2024,38,0.224954557
21-07-2024,39,303.5067231
21-07-2024,40,59.75847917
21-07-2024,41,199.3718763
21-07-2024,42,81.66794597
21-07-2024,43,154.9532846
21-07-2024,44,156.1166667
21-07-2024,45,59.29111938
21-07-2024,46,-21.4427913
21-07-2024,47,29.41263533
21-07-2024,48,28.04945326
22-07-2024,1,-36.61450585
22-07-2024,2,-34.21395557
22-07-2024,3,25.13599074
22-07-2024,4,116.8093889
22-07-2024,5,94.03472222
22-07-2024,6,-88.15589097
22-07-2024,7,-146.3604918
22-07-2024,8,53.06631631
22-07-2024,9,64.38505556
22-07-2024,10,102.5135
22-07-2024,11,-117.3587992
22-07-2024,12,-163.1487311
22-07-2024,13,-168.13663
22-07-2024,14,96.65929731
22-07-2024,15,96.13356481
22-07-2024,16,203.6382464
22-07-2024,17,226.5507001
22-07-2024,18,131.9490813
22-07-2024,19,157.8272277
22-07-2024,20,354.2496908
22-07-2024,21,338.7833333
22-07-2024,22,411.125
22-07-2024,23,358.0400537
22-07-2024,24,-82.14165668
22-07-2024,25,-85.8
22-07-2024,26,-51.10984001
22-07-2024,27,-220.393673
22-07-2024,28,-334.8915972
22-07-2024,29,-112.5357143
22-07-2024,30,-298.2152381
22-07-2024,31,-49.93541698
22-07-2024,32,120.2781746
22-07-2024,33,247.4785517
22-07-2024,34,395.8045621
22-07-2024,35,451.632049
22-07-2024,36,456.6623194
22-07-2024,37,-12.43469444
22-07-2024,38,42.21149313
22-07-2024,39,244.6438889
22-07-2024,40,134.5000088
22-07-2024,41,275.5868437
22-07-2024,42,446.4767118
22-07-2024,43,498.3540461
22-07-2024,44,423.9255556
22-07-2024,45,375.6613889
22-07-2024,46,171.9027778
22-07-2024,47,357.1844907
22-07-2024,48,347.3258676
23-07-2024,1,13.46315532
23-07-2024,2,-34.97742793
23-07-2024,3,409.7154975
23-07-2024,4,506.5594167
23-07-2024,5,622.6395833
23-07-2024,6,603.8541667
23-07-2024,7,476.4416667
23-07-2024,8,534.5
23-07-2024,9,336.29
23-07-2024,10,166.2549505
23-07-2024,11,460.950293
23-07-2024,12,351.3912323
23-07-2024,13,316.2840739
23-07-2024,14,206.5373919
23-07-2024,15,187.9213948
23-07-2024,16,241.7468224
23-07-2024,17,6.834305675
23-07-2024,18,88.31471705
23-07-2024,19,107.4535611
23-07-2024,20,-4.138081607
23-07-2024,21,-0.523550417
23-07-2024,22,86.58232319
23-07-2024,23,47.14729452
23-07-2024,24,103.4465347
23-07-2024,25,164.3270806
23-07-2024,26,145.4548611
23-07-2024,27,82.59166667
23-07-2024,28,10.58975386
23-07-2024,29,48.65708333
23-07-2024,30,-139.6523027
23-07-2024,31,33.18636364
23-07-2024,32,-137.4476252
23-07-2024,33,-485.3186304
23-07-2024,34,-250.0242151
23-07-2024,35,10.17320139
23-07-2024,36,98.1363996
23-07-2024,37,100.5583333
23-07-2024,38,191.526859
23-07-2024,39,343.7158333
23-07-2024,40,469.6150364
23-07-2024,41,263.75
23-07-2024,42,324.525
23-07-2024,43,220.3213542
23-07-2024,44,264.4493333
23-07-2024,45,231.7709848
23-07-2024,46,163.8079861
23-07-2024,47,3.140512623
23-07-2024,48,-42.41124856
24-07-2024,1,-80.98798701
24-07-2024,2,-84.70332132
24-07-2024,3,-73.68055556
24-07-2024,4,156.2340447
24-07-2024,5,266.1232155
24-07-2024,6,64.47666667
24-07-2024,7,-15.975
24-07-2024,8,3.905952381
24-07-2024,9,-129.4269231
24-07-2024,10,-179.6555556
24-07-2024,11,-180.1847222
24-07-2024,12,-58.26926587
24-07-2024,13,-152.6573608
24-07-2024,14,99.21014181
24-07-2024,15,79.29146282
24-07-2024,16,44.74694444
24-07-2024,17,83.96833333
24-07-2024,18,220.4086667
24-07-2024,19,178.5086667
24-07-2024,20,75.63083292
24-07-2024,21,-19.46
24-07-2024,22,74.45783561
24-07-2024,23,46.13603175
24-07-2024,24,2.875
24-07-2024,25,29.59254386
24-07-2024,25,29.59254386
24-07-2024,26,39.91666667
24-07-2024,27,7.140063833
24-07-2024,28,67.60983848
24-07-2024,29,-208.8854377
24-07-2024,30,-133.085855
24-07-2024,31,-63.81041639
24-07-2024,32,-50.56977778
24-07-2024,33,-165.5928571
24-07-2024,34,-263.9956303
24-07-2024,35,-318.5690476
24-07-2024,36,-342.8071484
24-07-2024,37,-136.0897539
24-07-2024,38,-271.4716117
24-07-2024,39,111.414826
24-07-2024,40,137.0879392
24-07-2024,41,431.4016389
24-07-2024,42,156.455787
24-07-2024,43,333.3397765
24-07-2024,44,361.0797046
24-07-2024,45,173.3865857
24-07-2024,46,-39.66859553
24-07-2024,47,-322.9943374
24-07-2024,48,61.53148148
25-07-2024,1,29.26111111
25-07-2024,2,119.0380952
25-07-2024,3,-88.80642899
25-07-2024,4,-11.07307192
25-07-2024,5,3.431340281
25-07-2024,6,-42.07716859
25-07-2024,7,147.2559657
25-07-2024,8,224.8183129
25-07-2024,9,351.7788439
25-07-2024,10,152.9052343
25-07-2024,11,-323.0649697
25-07-2024,12,-131.2471651
25-07-2024,13,-78.52161657
25-07-2024,14,-339.1142353
25-07-2024,15,-381.7122037
25-07-2024,16,49.801152
25-07-2024,17,-32.18205026
25-07-2024,18,66.13099444
25-07-2024,19,-18.44166667
25-07-2024,20,-29.40277778
25-07-2024,21,28.58884273
25-07-2024,22,187.0270833
25-07-2024,23,106.0145833
25-07-2024,24,155.7916657
25-07-2024,25,198.7321458
25-07-2024,26,168.3763604
25-07-2024,27,-51.89939394
25-07-2024,28,-24.18332167
25-07-2024,29,7.783334167
25-07-2024,30,124.9458333
25-07-2024,31,249.0161555
25-07-2024,32,288.4380196
25-07-2024,33,109.2230021
25-07-2024,34,-7.047726439
25-07-2024,35,-30.39166667
25-07-2024,36,-13.18332139
25-07-2024,37,-9.864444444
25-07-2024,38,-125.5076667
25-07-2024,39,-48.78322222
25-07-2024,40,51.36944444
25-07-2024,41,-55.20903125
25-07-2024,42,-65.15201984
25-07-2024,43,-13.41157575
25-07-2024,44,-55.49
25-07-2024,45,-39.36668747
25-07-2024,46,78.44421176
25-07-2024,47,159.1111551
25-07-2024,48,448.908341
26-07-2024,1,357.0938496
26-07-2024,2,200.5000971
26-07-2024,3,196.6291313
26-07-2024,4,-92.00445611
26-07-2024,5,-60.93166667
26-07-2024,6,-2.928343473
26-07-2024,7,109.1472222
26-07-2024,8,164.0011635
26-07-2024,9,272.7708333
26-07-2024,10,82.80416667
26-07-2024,11,-140.4927817
26-07-2024,12,-107.7577778
26-07-2024,13,153.2654332
26-07-2024,14,-48.94219446
26-07-2024,15,7.700653889
26-07-2024,16,110.7019048
26-07-2024,17,2.886666667
26-07-2024,18,111.0377222
26-07-2024,19,189.1955828
26-07-2024,20,69.20507196
26-07-2024,21,-60.34561905
26-07-2024,22,-32.02396278
26-07-2024,23,0.433333333
26-07-2024,24,-200.2128829
26-07-2024,25,-338.9548611
26-07-2024,26,-533.2195004
26-07-2024,27,-551.7003062
26-07-2024,28,-340.2541236
26-07-2024,29,-531.4187517
26-07-2024,30,-575.6333333
26-07-2024,31,-392.0916667
26-07-2024,32,-350.3144345
26-07-2024,33,-10.65223214
26-07-2024,34,-23.47083333
26-07-2024,35,-111.3833333
26-07-2024,36,37.82083333
26-07-2024,37,-170.4825918
26-07-2024,38,-297.8801111
26-07-2024,39,-224.9563384
26-07-2024,40,64.55577171
26-07-2024,41,51.61039434
26-07-2024,42,-17.2371425
26-07-2024,43,-34.98873016
26-07-2024,44,17.46604411
26-07-2024,45,84.13002889
26-07-2024,46,-38.86843667
26-07-2024,47,-530.8290547
26-07-2024,48,-221.8393764
27-07-2024,1,-49.09169917
27-07-2024,2,-154.2111111
27-07-2024,3,-305.9888889
27-07-2024,4,-407.4364583
27-07-2024,5,-253.8916667
27-07-2024,6,-129.0488095
27-07-2024,7,-83.75764806
27-07-2024,8,-85.88349567
27-07-2024,9,-164.6136905
27-07-2024,10,-162.0627998
27-07-2024,11,-93.02459269
27-07-2024,12,26.58888889
27-07-2024,13,116.9962963
27-07-2024,14,195.5694444
27-07-2024,15,-25.22361111
27-07-2024,16,-12.01527778
27-07-2024,17,-93.68737374
27-07-2024,18,-137.7083607
27-07-2024,19,-175.7294974
27-07-2024,20,-169.4349315
27-07-2024,21,-154.2730324
27-07-2024,22,-268.7616667
27-07-2024,23,-252.9293651
27-07-2024,24,-158.064881
27-07-2024,25,26.42896825
27-07-2024,26,128.585119
27-07-2024,27,25.20048701
27-07-2024,28,-114.7106097
27-07-2024,29,-173.6666667
27-07-2024,30,-47.51399703
27-07-2024,31,72.33671875
27-07-2024,32,78.20566314
27-07-2024,33,36.36678529
27-07-2024,34,-73.61863426
27-07-2024,35,-149.2581019
27-07-2024,36,-218.7649087
27-07-2024,37,-42.38459259
27-07-2024,38,18.11759259
27-07-2024,39,31.95866138
27-07-2024,40,205.0178571
27-07-2024,41,93.74111111
27-07-2024,42,12.86638889
27-07-2024,43,-130.2997222
27-07-2024,44,-36.54022436
27-07-2024,45,-125.19375
27-07-2024,46,-176.2683333
27-07-2024,47,114.3525641
27-07-2024,48,200.1958333
28-07-2024,1,116.2979167
28-07-2024,2,76.0531746
28-07-2024,3,-65.47440476
28-07-2024,4,-90.155
28-07-2024,5,168.5475446
28-07-2024,6,104.3119231
28-07-2024,7,33.63974359
28-07-2024,8,119.8083333
28-07-2024,9,69.70357143
28-07-2024,10,82.53928571
28-07-2024,11,66.88005952
28-07-2024,12,3.18125
28-07-2024,13,97.02159091
28-07-2024,14,30.82007576
28-07-2024,15,209.9666667
28-07-2024,16,293.7627604
28-07-2024,17,622.5517199
28-07-2024,18,485.4375936
28-07-2024,19,312.1383333
28-07-2024,20,58.39306401
28-07-2024,21,113.1304241
28-07-2024,22,-14.61666667
28-07-2024,23,-11.1125
28-07-2024,24,47.56044049
28-07-2024,25,71.75
28-07-2024,26,73.04615625
28-07-2024,27,-35.00833333
28-07-2024,28,-154.3167829
28-07-2024,29,-42.74270833
28-07-2024,30,-108.5025141
28-07-2024,31,-341.6992229
28-07-2024,32,-444.2041718
28-07-2024,33,-386.711992
28-07-2024,34,-271.2875
28-07-2024,35,-133.2708419
28-07-2024,36,-267.3986111
28-07-2024,37,-361.1280159
28-07-2024,38,-258.491597
28-07-2024,39,-209.4619709
28-07-2024,40,72.9660983
28-07-2024,41,271.1737636
28-07-2024,42,338.0442944
28-07-2024,43,150.7669503
28-07-2024,44,87.90372816
28-07-2024,45,-88.09604167
28-07-2024,46,-59.91340708
28-07-2024,47,68.29260416
28-07-2024,48,132.0027778
29-07-2024,1,177.4438492
29-07-2024,2,217.4164598
29-07-2024,3,166.4288582
29-07-2024,4,107.8928571
29-07-2024,5,252.4154762
29-07-2024,6,211.0083333
29-07-2024,7,211.6833333
29-07-2024,8,213.8083333
29-07-2024,9,132.6916667
29-07-2024,10,81.29
29-07-2024,11,53.48666667
29-07-2024,12,-51.02647998
29-07-2024,13,-83.1406783
29-07-2024,14,-342.0402584
29-07-2024,15,-402.4835169
29-07-2024,16,-103.1018638
29-07-2024,17,1.369380342
29-07-2024,18,-40.85596729
29-07-2024,19,-91.32777778
29-07-2024,20,-177.2875
29-07-2024,21,-275.1097222
29-07-2024,22,-192.178704
29-07-2024,23,7.625
29-07-2024,24,-94.25121984
29-07-2024,25,-178.0166667
29-07-2024,26,-219.1140674
29-07-2024,27,-92.94604377
29-07-2024,28,115.0231473
29-07-2024,29,-2.957962963
29-07-2024,30,7.469952381
29-07-2024,31,8.976388889
29-07-2024,32,-58.87291826
29-07-2024,33,-241.2
29-07-2024,34,-325.6227475
29-07-2024,35,-1.919389307
29-07-2024,36,-45.50445238
29-07-2024,37,-97.8285
29-07-2024,38,-5.1875
29-07-2024,39,82.26527778
29-07-2024,40,95.51689097
29-07-2024,41,230.7279519
29-07-2024,42,102.8389362
29-07-2024,43,21.33897475
29-07-2024,44,50.75722222
29-07-2024,45,1.957722391
29-07-2024,46,134.3059182
29-07-2024,47,-175.8265887
29-07-2024,48,-412.7470274
30-07-2024,1,-323.5527696
30-07-2024,2,-290.6539377
30-07-2024,3,-537.6818021
30-07-2024,4,-213.3357474
30-07-2024,5,26.97275575
30-07-2024,6,157.14375
30-07-2024,7,-0.417162698
30-07-2024,8,-53.55
30-07-2024,9,-49.21193413
30-07-2024,10,-155.5783333
30-07-2024,11,-242.4060185
30-07-2024,12,-172.3923611
30-07-2024,13,14.66098291
30-07-2024,14,58.87211482
30-07-2024,15,265.7835455
30-07-2024,16,184.7876667
30-07-2024,17,46.47583333
30-07-2024,18,80.921
30-07-2024,19,329.0394675
30-07-2024,20,-13.04027778
30-07-2024,21,-111.7416667
30-07-2024,22,-84.41033333
30-07-2024,23,-292.863
30-07-2024,24,-165.3768474
30-07-2024,25,-237.6996667
30-07-2024,26,-235.5218252
30-07-2024,27,-381.4246777
30-07-2024,28,-358.1
30-07-2024,29,-308.0019336
30-07-2024,30,-288.4416667
30-07-2024,31,-351.0785372
30-07-2024,32,-217.8701014
30-07-2024,33,-205.2966758
30-07-2024,34,-422.596401
30-07-2024,35,-32.81156742
30-07-2024,36,35.8428206
30-07-2024,37,50.59352208
30-07-2024,38,-7.832948056
30-07-2024,39,8.291094722
30-07-2024,40,113.5366667
30-07-2024,41,-156.7955085
30-07-2024,42,-77.23194264
30-07-2024,43,58.00044514
30-07-2024,44,230.5161524
30-07-2024,45,-44.68915773
30-07-2024,46,-125.8431427
30-07-2024,47,-259.6859683
