StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2023-11-13T02:30:00Z,APXMIDP,2023-11-13,6,74.83,2206.9
2023-11-13T02:00:00Z,APXMIDP,2023-11-13,5,85.94,1820.7
2023-11-13T01:30:00Z,APXMIDP,2023-11-13,4,75.1,1999.55
2023-11-13T01:00:00Z,APXMIDP,2023-11-13,3,81.08,1647.35
2023-11-13T00:30:00Z,APXMIDP,2023-11-13,2,87.84,1883.15
2023-11-13T00:00:00Z,APXMIDP,2023-11-13,1,88.1,1791.7
2023-11-12T23:30:00Z,APXMIDP,2023-11-12,48,68.21,1436.5
2023-11-12T23:00:00Z,APXMIDP,2023-11-12,47,79.95,1393.1
2023-11-12T22:30:00Z,APXMIDP,2023-11-12,46,90.79,1691.9
2023-11-12T22:00:00Z,APXMIDP,2023-11-12,45,85.94,1612.3
2023-11-12T21:30:00Z,APXMIDP,2023-11-12,44,84.06,1715.05
2023-11-12T21:00:00Z,APXMIDP,2023-11-12,43,80.87,2029.7
2023-11-12T20:30:00Z,APXMIDP,2023-11-12,42,83.74,1872.65
2023-11-12T20:00:00Z,APXMIDP,2023-11-12,41,96.65,1815.0
2023-11-12T19:30:00Z,APXMIDP,2023-11-12,40,94.23,2213.65
2023-11-12T19:00:00Z,APXMIDP,2023-11-12,39,89.36,2006.5
2023-11-12T18:30:00Z,APXMIDP,2023-11-12,38,91.01,1714.55
2023-11-12T18:00:00Z,APXMIDP,2023-11-12,37,98.2,1770.6
2023-11-12T17:30:00Z,APXMIDP,2023-11-12,36,104.23,1688.25
2023-11-12T17:00:00Z,APXMIDP,2023-11-12,35,106.75,1750.8
2023-11-12T16:30:00Z,APXMIDP,2023-11-12,34,110.93,1993.6
2023-11-12T16:00:00Z,APXMIDP,2023-11-12,33,108.44,1668.8
2023-11-12T15:30:00Z,APXMIDP,2023-11-12,32,100.71,1414.15
2023-11-12T15:00:00Z,APXMIDP,2023-11-12,31,107.2,1372.9
2023-11-12T14:30:00Z,APXMIDP,2023-11-12,30,96.05,1459.85
2023-11-12T14:00:00Z,APXMIDP,2023-11-12,29,101.5,1450.95
2023-11-12T13:30:00Z,APXMIDP,2023-11-12,28,82.1,1435.35
2023-11-12T13:00:00Z,APXMIDP,2023-11-12,27,86.79,1295.9
2023-11-12T12:30:00Z,APXMIDP,2023-11-12,26,96.21,1406.75
2023-11-12T12:00:00Z,APXMIDP,2023-11-12,25,101.0,1426.75
2023-11-12T11:30:00Z,APXMIDP,2023-11-12,24,96.67,1429.85
2023-11-12T11:00:00Z,APXMIDP,2023-11-12,23,91.91,1537.35
2023-11-12T10:30:00Z,APXMIDP,2023-11-12,22,85.72,1364.9
2023-11-12T10:00:00Z,APXMIDP,2023-11-12,21,91.33,1454.15
2023-11-12T09:30:00Z,APXMIDP,2023-11-12,20,85.99,1297.6
2023-11-12T09:00:00Z,APXMIDP,2023-11-12,19,76.42,1291.4
2023-11-12T08:30:00Z,APXMIDP,2023-11-12,18,80.44,1613.9
2023-11-12T08:00:00Z,APXMIDP,2023-11-12,17,73.61,1455.55
2023-11-12T07:30:00Z,APXMIDP,2023-11-12,16,74.31,1414.3
2023-11-12T07:00:00Z,APXMIDP,2023-11-12,15,72.98,1320.55
2023-11-12T06:30:00Z,APXMIDP,2023-11-12,14,71.67,1166.2
2023-11-12T06:00:00Z,APXMIDP,2023-11-12,13,71.82,1173.5
2023-11-12T05:30:00Z,APXMIDP,2023-11-12,12,71.07,1042.25
2023-11-12T05:00:00Z,APXMIDP,2023-11-12,11,73.65,1031.05
2023-11-12T04:30:00Z,APXMIDP,2023-11-12,10,73.28,1007.7
2023-11-12T04:00:00Z,APXMIDP,2023-11-12,9,72.85,1267.5
2023-11-12T03:30:00Z,APXMIDP,2023-11-12,8,74.49,864.2
2023-11-12T03:00:00Z,APXMIDP,2023-11-12,7,74.04,840.05
2023-11-12T02:30:00Z,APXMIDP,2023-11-12,6,76.1,854.25
2023-11-12T02:00:00Z,APXMIDP,2023-11-12,5,74.43,585.05
2023-11-12T01:30:00Z,APXMIDP,2023-11-12,4,88.39,738.0
2023-11-12T01:00:00Z,APXMIDP,2023-11-12,3,96.15,625.6
2023-11-12T00:30:00Z,APXMIDP,2023-11-12,2,86.21,646.95
2023-11-12T00:00:00Z,APXMIDP,2023-11-12,1,78.24,620.65
2023-11-11T23:30:00Z,APXMIDP,2023-11-11,48,81.16,711.45
2023-11-11T23:00:00Z,APXMIDP,2023-11-11,47,93.98,982.0
2023-11-11T22:30:00Z,APXMIDP,2023-11-11,46,83.38,1769.0
2023-11-11T22:00:00Z,APXMIDP,2023-11-11,45,84.04,1334.9
2023-11-11T21:30:00Z,APXMIDP,2023-11-11,44,85.93,1397.95
2023-11-11T21:00:00Z,APXMIDP,2023-11-11,43,89.91,1333.1
2023-11-11T20:30:00Z,APXMIDP,2023-11-11,42,99.55,1509.95
2023-11-11T20:00:00Z,APXMIDP,2023-11-11,41,93.05,1417.3
2023-11-11T19:30:00Z,APXMIDP,2023-11-11,40,85.68,1359.8
2023-11-11T19:00:00Z,APXMIDP,2023-11-11,39,94.25,1797.3
2023-11-11T18:30:00Z,APXMIDP,2023-11-11,38,113.61,1986.15
2023-11-11T18:00:00Z,APXMIDP,2023-11-11,37,121.91,1919.4
2023-11-11T17:30:00Z,APXMIDP,2023-11-11,36,121.93,2108.8
2023-11-11T17:00:00Z,APXMIDP,2023-11-11,35,122.4,2194.95
2023-11-11T16:30:00Z,APXMIDP,2023-11-11,34,121.13,2159.15
2023-11-11T16:00:00Z,APXMIDP,2023-11-11,33,111.13,2435.4
2023-11-11T15:30:00Z,APXMIDP,2023-11-11,32,117.37,2328.3
2023-11-11T15:00:00Z,APXMIDP,2023-11-11,31,113.26,2229.2
2023-11-11T14:30:00Z,APXMIDP,2023-11-11,30,83.35,1953.85
2023-11-11T14:00:00Z,APXMIDP,2023-11-11,29,87.19,2134.85
2023-11-11T13:30:00Z,APXMIDP,2023-11-11,28,88.79,1622.1
2023-11-11T13:00:00Z,APXMIDP,2023-11-11,27,90.72,2028.35
2023-11-11T12:30:00Z,APXMIDP,2023-11-11,26,80.72,1642.25
2023-11-11T12:00:00Z,APXMIDP,2023-11-11,25,80.19,1772.05
2023-11-11T11:30:00Z,APXMIDP,2023-11-11,24,80.2,1807.85
2023-11-11T11:00:00Z,APXMIDP,2023-11-11,23,81.2,1688.05
2023-11-11T10:30:00Z,APXMIDP,2023-11-11,22,84.73,1867.35
2023-11-11T10:00:00Z,APXMIDP,2023-11-11,21,86.26,1842.3
2023-11-11T09:30:00Z,APXMIDP,2023-11-11,20,90.07,2158.6
2023-11-11T09:00:00Z,APXMIDP,2023-11-11,19,95.67,1984.45
2023-11-11T08:30:00Z,APXMIDP,2023-11-11,18,89.27,2052.55
2023-11-11T08:00:00Z,APXMIDP,2023-11-11,17,80.04,2048.7
2023-11-11T07:00:00Z,APXMIDP,2023-11-11,15,80.53,2218.55
2023-11-11T06:30:00Z,APXMIDP,2023-11-11,14,58.15,2059.75
2023-11-11T06:00:00Z,APXMIDP,2023-11-11,13,63.21,1637.2
2023-11-11T05:30:00Z,APXMIDP,2023-11-11,12,68.65,1711.4
2023-11-11T05:00:00Z,APXMIDP,2023-11-11,11,65.89,1812.6
2023-11-11T04:30:00Z,APXMIDP,2023-11-11,10,59.13,1822.8
2023-11-11T04:00:00Z,APXMIDP,2023-11-11,9,52.7,1599.05
2023-11-11T03:30:00Z,APXMIDP,2023-11-11,8,58.39,1787.6
2023-11-11T03:00:00Z,APXMIDP,2023-11-11,7,54.98,1775.55
2023-11-11T02:30:00Z,APXMIDP,2023-11-11,6,60.59,1471.7
2023-11-11T02:00:00Z,APXMIDP,2023-11-11,5,66.28,1589.05
2023-11-11T01:30:00Z,APXMIDP,2023-11-11,4,70.06,1486.5
2023-11-11T01:00:00Z,APXMIDP,2023-11-11,3,74.07,1514.85
2023-11-11T00:30:00Z,APXMIDP,2023-11-11,2,86.88,1719.0
2023-11-11T00:00:00Z,APXMIDP,2023-11-11,1,76.14,1420.15
2023-11-24T23:30:00Z,APXMIDP,2023-11-24,48,76.83,1316.3
2023-11-24T23:00:00Z,APXMIDP,2023-11-24,47,84.85,1362.2
2023-11-24T22:30:00Z,APXMIDP,2023-11-24,46,111.71,1561.05
2023-11-24T22:00:00Z,APXMIDP,2023-11-24,45,112.11,1429.55
2023-11-24T21:30:00Z,APXMIDP,2023-11-24,44,120.68,1566.4
2023-11-24T21:00:00Z,APXMIDP,2023-11-24,43,123.51,1910.65
2023-11-24T20:30:00Z,APXMIDP,2023-11-24,42,123.77,2045.0
2023-11-24T20:00:00Z,APXMIDP,2023-11-24,41,131.12,1967.5
2023-11-24T19:30:00Z,APXMIDP,2023-11-24,40,126.21,1826.85
2023-11-24T19:00:00Z,APXMIDP,2023-11-24,39,129.26,1845.45
2023-11-24T18:30:00Z,APXMIDP,2023-11-24,38,135.16,2028.7
2023-11-24T18:00:00Z,APXMIDP,2023-11-24,37,136.98,2132.7
2023-11-24T17:30:00Z,APXMIDP,2023-11-24,36,137.32,2304.6
2023-11-24T17:00:00Z,APXMIDP,2023-11-24,35,136.47,2297.7
2023-11-24T16:30:00Z,APXMIDP,2023-11-24,34,123.6,3004.95
2023-11-24T16:00:00Z,APXMIDP,2023-11-24,33,114.05,2606.05
2023-11-24T15:30:00Z,APXMIDP,2023-11-24,32,116.6,2336.0
2023-11-24T15:00:00Z,APXMIDP,2023-11-24,31,95.88,2868.3
2023-11-24T14:30:00Z,APXMIDP,2023-11-24,30,84.46,2510.85
2023-11-24T14:00:00Z,APXMIDP,2023-11-24,29,86.23,2661.85
2023-11-24T13:30:00Z,APXMIDP,2023-11-24,28,88.91,2121.55
2023-11-24T13:00:00Z,APXMIDP,2023-11-24,27,89.98,2342.45
2023-11-24T12:30:00Z,APXMIDP,2023-11-24,26,97.4,1730.4
2023-11-24T12:00:00Z,APXMIDP,2023-11-24,25,105.89,1587.35
2023-11-24T11:30:00Z,APXMIDP,2023-11-24,24,98.98,1646.2
2023-11-24T11:00:00Z,APXMIDP,2023-11-24,23,91.36,1692.65
2023-11-24T10:30:00Z,APXMIDP,2023-11-24,22,99.13,2088.8
2023-11-24T10:00:00Z,APXMIDP,2023-11-24,21,102.16,1873.7
2023-11-24T09:30:00Z,APXMIDP,2023-11-24,20,105.87,1991.7
2023-11-24T09:00:00Z,APXMIDP,2023-11-24,19,110.84,1740.4
2023-11-24T08:30:00Z,APXMIDP,2023-11-24,18,109.58,1659.05
2023-11-24T08:00:00Z,APXMIDP,2023-11-24,17,106.02,1557.05
2023-11-24T07:30:00Z,APXMIDP,2023-11-24,16,109.07,1719.15
2023-11-24T07:00:00Z,APXMIDP,2023-11-24,15,96.65,1595.9
2023-11-24T06:30:00Z,APXMIDP,2023-11-24,14,95.14,1878.3
2023-11-24T06:00:00Z,APXMIDP,2023-11-24,13,54.62,1873.05
2023-11-24T05:30:00Z,APXMIDP,2023-11-24,12,66.7,2030.2
2023-11-24T05:00:00Z,APXMIDP,2023-11-24,11,11.15,1750.15
2023-11-24T04:30:00Z,APXMIDP,2023-11-24,10,-1.84,1416.1
2023-11-24T04:00:00Z,APXMIDP,2023-11-24,9,-1.56,1232.15
2023-11-24T03:30:00Z,APXMIDP,2023-11-24,8,-9.24,1129.9
2023-11-24T03:00:00Z,APXMIDP,2023-11-24,7,-2.66,1166.05
2023-11-24T02:30:00Z,APXMIDP,2023-11-24,6,-14.59,1243.35
2023-11-24T02:00:00Z,APXMIDP,2023-11-24,5,-2.5,1186.65
2023-11-24T01:30:00Z,APXMIDP,2023-11-24,4,-7.29,1026.65
2023-11-24T01:00:00Z,APXMIDP,2023-11-24,3,6.11,1083.95
2023-11-24T00:30:00Z,APXMIDP,2023-11-24,2,36.46,1379.9
2023-11-24T00:00:00Z,APXMIDP,2023-11-24,1,0.53,1290.6
2023-11-23T23:30:00Z,APXMIDP,2023-11-23,48,-9.7,1084.15
2023-11-23T23:00:00Z,APXMIDP,2023-11-23,47,24.92,1199.05
2023-11-23T22:30:00Z,APXMIDP,2023-11-23,46,17.84,2020.7
2023-11-23T22:00:00Z,APXMIDP,2023-11-23,45,40.03,1876.6
2023-11-23T21:30:00Z,APXMIDP,2023-11-23,44,23.77,1627.75
2023-11-23T21:00:00Z,APXMIDP,2023-11-23,43,50.42,1747.55
2023-11-23T20:30:00Z,APXMIDP,2023-11-23,42,61.25,1638.55
2023-11-23T20:00:00Z,APXMIDP,2023-11-23,41,72.29,1645.45
2023-11-23T19:30:00Z,APXMIDP,2023-11-23,40,83.35,2053.0
2023-11-23T19:00:00Z,APXMIDP,2023-11-23,39,96.0,1717.0
2023-11-23T18:30:00Z,APXMIDP,2023-11-23,38,112.67,1966.35
2023-11-23T18:00:00Z,APXMIDP,2023-11-23,37,116.25,1886.4
2023-11-23T17:30:00Z,APXMIDP,2023-11-23,36,117.78,1880.15
2023-11-23T17:00:00Z,APXMIDP,2023-11-23,35,117.98,2065.7
2023-11-23T16:30:00Z,APXMIDP,2023-11-23,34,122.33,2066.7
2023-11-23T16:00:00Z,APXMIDP,2023-11-23,33,108.14,1888.8
2023-11-23T15:30:00Z,APXMIDP,2023-11-23,32,96.29,2369.95
2023-11-23T15:00:00Z,APXMIDP,2023-11-23,31,91.04,2468.35
2023-11-23T14:30:00Z,APXMIDP,2023-11-23,30,70.02,2057.8
2023-11-23T14:00:00Z,APXMIDP,2023-11-23,29,63.62,2030.4
2023-11-23T13:30:00Z,APXMIDP,2023-11-23,28,62.09,2376.85
2023-11-23T13:00:00Z,APXMIDP,2023-11-23,27,63.41,2259.5
2023-11-23T12:30:00Z,APXMIDP,2023-11-23,26,39.94,2421.35
2023-11-23T12:00:00Z,APXMIDP,2023-11-23,25,50.77,1953.9
2023-11-23T11:30:00Z,APXMIDP,2023-11-23,24,51.17,2094.0
2023-11-23T11:00:00Z,APXMIDP,2023-11-23,23,61.66,1930.35
2023-11-23T10:30:00Z,APXMIDP,2023-11-23,22,87.8,2338.4
2023-11-23T10:00:00Z,APXMIDP,2023-11-23,21,100.35,2358.6
2023-11-23T09:30:00Z,APXMIDP,2023-11-23,20,102.18,2429.3
2023-11-23T09:00:00Z,APXMIDP,2023-11-23,19,107.24,1854.3
2023-11-23T08:30:00Z,APXMIDP,2023-11-23,18,118.04,1764.05
2023-11-23T08:00:00Z,APXMIDP,2023-11-23,17,117.93,1382.3
2023-11-23T07:30:00Z,APXMIDP,2023-11-23,16,123.34,1579.45
2023-11-23T07:00:00Z,APXMIDP,2023-11-23,15,116.07,1531.5
2023-11-23T06:30:00Z,APXMIDP,2023-11-23,14,106.15,1907.35
2023-11-23T06:00:00Z,APXMIDP,2023-11-23,13,83.91,1422.95
2023-11-23T05:30:00Z,APXMIDP,2023-11-23,12,57.87,1373.95
2023-11-23T05:00:00Z,APXMIDP,2023-11-23,11,43.25,1404.9
2023-11-23T04:30:00Z,APXMIDP,2023-11-23,10,37.56,1608.15
2023-11-23T04:00:00Z,APXMIDP,2023-11-23,9,39.5,1606.4
2023-11-23T03:30:00Z,APXMIDP,2023-11-23,8,57.72,1640.15
2023-11-23T03:00:00Z,APXMIDP,2023-11-23,7,49.49,1591.3
2023-11-23T02:30:00Z,APXMIDP,2023-11-23,6,22.81,1765.8
2023-11-23T02:00:00Z,APXMIDP,2023-11-23,5,24.19,1673.25
2023-11-23T01:30:00Z,APXMIDP,2023-11-23,4,17.12,1342.1
2023-11-23T01:00:00Z,APXMIDP,2023-11-23,3,23.38,1523.45
2023-11-23T00:30:00Z,APXMIDP,2023-11-23,2,30.19,1193.3
2023-11-23T00:00:00Z,APXMIDP,2023-11-23,1,29.39,1195.45
2023-11-22T23:30:00Z,APXMIDP,2023-11-22,48,36.62,1164.45
2023-11-22T23:00:00Z,APXMIDP,2023-11-22,47,63.58,1133.65
2023-11-22T22:30:00Z,APXMIDP,2023-11-22,46,59.94,2233.75
2023-11-22T22:00:00Z,APXMIDP,2023-11-22,45,77.67,1632.45
2023-11-22T21:30:00Z,APXMIDP,2023-11-22,44,59.26,1368.4
2023-11-22T21:00:00Z,APXMIDP,2023-11-22,43,90.48,1781.15
2023-11-22T20:30:00Z,APXMIDP,2023-11-22,42,99.04,2389.1
2023-11-22T20:00:00Z,APXMIDP,2023-11-22,41,96.56,2779.15
2023-11-22T19:30:00Z,APXMIDP,2023-11-22,40,102.4,1673.4
2023-11-22T19:00:00Z,APXMIDP,2023-11-22,39,94.09,2086.05
2023-11-22T18:30:00Z,APXMIDP,2023-11-22,38,108.69,2540.9
2023-11-22T18:00:00Z,APXMIDP,2023-11-22,37,108.27,2434.6
2023-11-22T17:30:00Z,APXMIDP,2023-11-22,36,105.62,2381.35
2023-11-22T17:00:00Z,APXMIDP,2023-11-22,35,103.27,2246.25
2023-11-22T16:30:00Z,APXMIDP,2023-11-22,34,110.26,2474.8
2023-11-22T16:00:00Z,APXMIDP,2023-11-22,33,97.76,1804.15
2023-11-22T15:30:00Z,APXMIDP,2023-11-22,32,105.66,2168.2
2023-11-22T15:00:00Z,APXMIDP,2023-11-22,31,96.32,1472.2
2023-11-22T14:30:00Z,APXMIDP,2023-11-22,30,86.33,2190.85
2023-11-22T14:00:00Z,APXMIDP,2023-11-22,29,85.88,2231.65
2023-11-22T13:30:00Z,APXMIDP,2023-11-22,28,91.53,2190.7
2023-11-22T13:00:00Z,APXMIDP,2023-11-22,27,92.94,2211.2
2023-11-22T12:30:00Z,APXMIDP,2023-11-22,26,89.89,2232.25
2023-11-22T12:00:00Z,APXMIDP,2023-11-22,25,95.34,2189.4
2023-11-22T11:30:00Z,APXMIDP,2023-11-22,24,87.55,2312.05
2023-11-22T11:00:00Z,APXMIDP,2023-11-22,23,94.77,2526.3
2023-11-22T10:30:00Z,APXMIDP,2023-11-22,22,101.84,1997.75
2023-11-22T10:00:00Z,APXMIDP,2023-11-22,21,93.73,1692.65
2023-11-22T09:30:00Z,APXMIDP,2023-11-22,20,90.4,1492.05
2023-11-22T09:00:00Z,APXMIDP,2023-11-22,19,94.1,1668.7
2023-11-22T08:30:00Z,APXMIDP,2023-11-22,18,100.32,1610.55
2023-11-22T08:00:00Z,APXMIDP,2023-11-22,17,107.1,1510.55
2023-11-22T07:30:00Z,APXMIDP,2023-11-22,16,110.67,1554.5
2023-11-22T07:00:00Z,APXMIDP,2023-11-22,15,101.22,1364.2
2023-11-22T06:30:00Z,APXMIDP,2023-11-22,14,87.47,2101.2
2023-11-22T06:00:00Z,APXMIDP,2023-11-22,13,71.77,1559.55
2023-11-22T05:30:00Z,APXMIDP,2023-11-22,12,66.88,1637.8
2023-11-22T05:00:00Z,APXMIDP,2023-11-22,11,80.65,1198.2
2023-11-22T04:30:00Z,APXMIDP,2023-11-22,10,59.07,1309.25
2023-11-22T04:00:00Z,APXMIDP,2023-11-22,9,59.39,1281.6
2023-11-22T03:30:00Z,APXMIDP,2023-11-22,8,63.46,1311.8
2023-11-22T03:00:00Z,APXMIDP,2023-11-22,7,70.02,1246.5
2023-11-22T02:30:00Z,APXMIDP,2023-11-22,6,76.38,1660.2
2023-11-22T02:00:00Z,APXMIDP,2023-11-22,5,81.66,1433.75
2023-11-22T01:30:00Z,APXMIDP,2023-11-22,4,83.09,1534.75
2023-11-22T01:00:00Z,APXMIDP,2023-11-22,3,100.7,1627.3
2023-11-22T00:30:00Z,APXMIDP,2023-11-22,2,73.04,1680.2
2023-11-22T00:00:00Z,APXMIDP,2023-11-22,1,68.73,1083.95
2023-11-21T23:30:00Z,APXMIDP,2023-11-21,48,94.24,1470.6
2023-11-21T23:00:00Z,APXMIDP,2023-11-21,47,90.52,1056.1
2023-11-21T22:30:00Z,APXMIDP,2023-11-21,46,94.15,2717.35
2023-11-21T22:00:00Z,APXMIDP,2023-11-21,45,94.32,1875.45
2023-11-21T21:30:00Z,APXMIDP,2023-11-21,44,91.09,1184.4
2023-11-21T21:00:00Z,APXMIDP,2023-11-21,43,95.79,1340.05
2023-11-21T20:30:00Z,APXMIDP,2023-11-21,42,100.42,2156.1
2023-11-21T20:00:00Z,APXMIDP,2023-11-21,41,102.27,1686.55
2023-11-21T19:30:00Z,APXMIDP,2023-11-21,40,106.54,1911.8
2023-11-21T19:00:00Z,APXMIDP,2023-11-21,39,107.48,1949.35
2023-11-21T18:30:00Z,APXMIDP,2023-11-21,38,111.16,2048.55
2023-11-21T18:00:00Z,APXMIDP,2023-11-21,37,112.61,2320.5
2023-11-21T17:30:00Z,APXMIDP,2023-11-21,36,107.05,1977.55
2023-11-21T17:00:00Z,APXMIDP,2023-11-21,35,110.83,2223.5
2023-11-21T16:30:00Z,APXMIDP,2023-11-21,34,117.38,2824.8
2023-11-21T16:00:00Z,APXMIDP,2023-11-21,33,111.11,1813.8
2023-11-21T15:30:00Z,APXMIDP,2023-11-21,32,117.88,1850.95
2023-11-21T15:00:00Z,APXMIDP,2023-11-21,31,102.14,2079.85
2023-11-21T14:30:00Z,APXMIDP,2023-11-21,30,96.21,1967.5
2023-11-21T14:00:00Z,APXMIDP,2023-11-21,29,91.77,1987.45
2023-11-21T13:30:00Z,APXMIDP,2023-11-21,28,91.6,1825.45
2023-11-21T13:00:00Z,APXMIDP,2023-11-21,27,93.01,1843.7
2023-11-21T12:30:00Z,APXMIDP,2023-11-21,26,96.39,1978.6
2023-11-21T12:00:00Z,APXMIDP,2023-11-21,25,91.01,2162.2
2023-11-21T11:30:00Z,APXMIDP,2023-11-21,24,91.94,2341.75
2023-11-21T11:00:00Z,APXMIDP,2023-11-21,23,102.47,2442.95
2023-11-21T10:30:00Z,APXMIDP,2023-11-21,22,92.49,2153.0
2023-11-21T10:00:00Z,APXMIDP,2023-11-21,21,91.0,1568.3
2023-11-21T09:30:00Z,APXMIDP,2023-11-21,20,90.31,2122.95
2023-11-21T09:00:00Z,APXMIDP,2023-11-21,19,93.17,1723.65
2023-11-21T08:30:00Z,APXMIDP,2023-11-21,18,107.03,1849.35
2023-11-21T08:00:00Z,APXMIDP,2023-11-21,17,107.67,1754.65
2023-11-21T07:30:00Z,APXMIDP,2023-11-21,16,118.06,2218.45
2023-11-21T07:00:00Z,APXMIDP,2023-11-21,15,90.53,1866.3
2023-11-21T06:30:00Z,APXMIDP,2023-11-21,14,92.58,2097.45
2023-11-21T06:00:00Z,APXMIDP,2023-11-21,13,109.72,1924.0
2023-11-21T05:30:00Z,APXMIDP,2023-11-21,12,86.48,1645.45
2023-11-21T05:00:00Z,APXMIDP,2023-11-21,11,97.34,1506.45
2023-11-21T04:30:00Z,APXMIDP,2023-11-21,10,73.08,1722.75
2023-11-21T04:00:00Z,APXMIDP,2023-11-21,9,74.03,1657.35
2023-11-21T03:30:00Z,APXMIDP,2023-11-21,8,68.8,1539.6
2023-11-21T03:00:00Z,APXMIDP,2023-11-21,7,74.61,1299.7
2023-11-21T02:30:00Z,APXMIDP,2023-11-21,6,82.64,1645.7
2023-11-21T02:00:00Z,APXMIDP,2023-11-21,5,80.61,1404.15
2023-11-21T01:30:00Z,APXMIDP,2023-11-21,4,79.45,1380.45
2023-11-21T01:00:00Z,APXMIDP,2023-11-21,3,84.19,1237.4
2023-11-21T00:30:00Z,APXMIDP,2023-11-21,2,92.44,1423.35
2023-11-21T00:00:00Z,APXMIDP,2023-11-21,1,80.15,1078.35
2023-11-20T23:30:00Z,APXMIDP,2023-11-20,48,68.78,908.25
2023-11-20T23:00:00Z,APXMIDP,2023-11-20,47,81.53,1315.5
2023-11-20T22:30:00Z,APXMIDP,2023-11-20,46,90.89,2858.35
2023-11-20T22:00:00Z,APXMIDP,2023-11-20,45,92.61,2564.6
2023-11-20T21:30:00Z,APXMIDP,2023-11-20,44,89.69,2217.7
2023-11-20T21:00:00Z,APXMIDP,2023-11-20,43,92.57,2226.2
2023-11-20T20:30:00Z,APXMIDP,2023-11-20,42,90.33,2354.15
2023-11-20T20:00:00Z,APXMIDP,2023-11-20,41,105.29,1677.35
2023-11-20T19:30:00Z,APXMIDP,2023-11-20,40,105.85,2059.9
2023-11-20T19:00:00Z,APXMIDP,2023-11-20,39,105.54,1930.8
2023-11-20T18:30:00Z,APXMIDP,2023-11-20,38,114.26,2936.75
2023-11-20T18:00:00Z,APXMIDP,2023-11-20,37,119.99,2699.45
2023-11-20T17:30:00Z,APXMIDP,2023-11-20,36,121.45,2712.55
2023-11-20T17:00:00Z,APXMIDP,2023-11-20,35,131.45,2554.95
2023-11-20T16:30:00Z,APXMIDP,2023-11-20,34,131.28,1882.9
2023-11-20T16:00:00Z,APXMIDP,2023-11-20,33,121.53,1515.0
2023-11-20T15:30:00Z,APXMIDP,2023-11-20,32,124.63,1586.05
2023-11-20T15:00:00Z,APXMIDP,2023-11-20,31,115.57,1690.4
2023-11-20T14:30:00Z,APXMIDP,2023-11-20,30,97.34,2218.8
2023-11-20T14:00:00Z,APXMIDP,2023-11-20,29,96.81,2103.95
2023-11-20T13:30:00Z,APXMIDP,2023-11-20,28,94.05,2274.55
2023-11-20T13:00:00Z,APXMIDP,2023-11-20,27,94.02,2031.3
2023-11-20T12:30:00Z,APXMIDP,2023-11-20,26,90.18,1927.1
2023-11-20T12:00:00Z,APXMIDP,2023-11-20,25,94.22,2102.95
2023-11-20T11:30:00Z,APXMIDP,2023-11-20,24,87.61,1987.95
2023-11-20T11:00:00Z,APXMIDP,2023-11-20,23,90.53,2024.9
2023-11-20T10:30:00Z,APXMIDP,2023-11-20,22,90.01,1759.85
2023-11-20T10:00:00Z,APXMIDP,2023-11-20,21,91.76,1722.25
2023-11-20T09:30:00Z,APXMIDP,2023-11-20,20,95.96,1871.8
2023-11-20T09:00:00Z,APXMIDP,2023-11-20,19,99.74,1475.9
2023-11-20T08:30:00Z,APXMIDP,2023-11-20,18,109.17,1595.6
2023-11-20T08:00:00Z,APXMIDP,2023-11-20,17,107.76,1404.0
2023-11-20T07:30:00Z,APXMIDP,2023-11-20,16,114.47,1558.2
2023-11-20T07:00:00Z,APXMIDP,2023-11-20,15,110.03,1484.9
2023-11-20T06:30:00Z,APXMIDP,2023-11-20,14,88.99,1805.7
2023-11-20T06:00:00Z,APXMIDP,2023-11-20,13,98.56,1519.85
2023-11-20T05:30:00Z,APXMIDP,2023-11-20,12,81.89,1481.05
2023-11-20T05:00:00Z,APXMIDP,2023-11-20,11,92.11,1447.2
2023-11-20T04:30:00Z,APXMIDP,2023-11-20,10,81.39,1270.5
2023-11-20T04:00:00Z,APXMIDP,2023-11-20,9,80.66,1100.15
2023-11-20T03:30:00Z,APXMIDP,2023-11-20,8,69.18,1125.3
2023-11-20T03:00:00Z,APXMIDP,2023-11-20,7,74.89,1175.4
2023-11-20T02:30:00Z,APXMIDP,2023-11-20,6,70.48,1101.55
2023-11-20T02:00:00Z,APXMIDP,2023-11-20,5,73.58,1028.35
2023-11-20T01:30:00Z,APXMIDP,2023-11-20,4,66.56,1114.5
2023-11-20T01:00:00Z,APXMIDP,2023-11-20,3,58.1,1000.7
2023-11-20T00:30:00Z,APXMIDP,2023-11-20,2,71.94,1180.15
2023-11-20T00:00:00Z,APXMIDP,2023-11-20,1,67.01,1321.65
2023-11-19T23:30:00Z,APXMIDP,2023-11-19,48,62.46,902.5
2023-11-19T23:00:00Z,APXMIDP,2023-11-19,47,69.67,908.2
2023-11-19T22:30:00Z,APXMIDP,2023-11-19,46,72.93,1460.65
2023-11-19T22:00:00Z,APXMIDP,2023-11-19,45,87.84,1400.4
2023-11-19T21:30:00Z,APXMIDP,2023-11-19,44,90.84,1256.9
2023-11-19T21:00:00Z,APXMIDP,2023-11-19,43,90.31,1350.9
2023-11-19T20:30:00Z,APXMIDP,2023-11-19,42,86.46,1343.9
2023-11-19T20:00:00Z,APXMIDP,2023-11-19,41,92.43,1410.4
